id,label,folder,name,length,width,knotCount,tailYAtX0,verticalTail,file
180,round pin,protoplastico,6.0しらつつじ34L.brd,182.88,51.85,3,1.45,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.0しらつつじ34L.brd
181,squash,protoplastico,6.0たはみづら32L.brd,182.88,48.1,6,4.53,1,/Users/protoplastico/Desktop/boarddata/protoplastico/6.0たはみづら32L.brd
182,round pin,protoplastico,6.0つばき39L.brd,182.88,56.93,3,1.96,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.0つばき39L.brd
183,square,protoplastico,6.0ははそ32L.brd,182.88,51.32,4,5.61,1,/Users/protoplastico/Desktop/boarddata/protoplastico/6.0ははそ32L.brd
184,roumd square,protoplastico,6.1うのはな33L.brd,185.42,47.28,4,4.88,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.1うのはな33L.brd
185,round square,protoplastico,6.1かほばな34L.brd,185.42,51.17,8,7.59,1,/Users/protoplastico/Desktop/boarddata/protoplastico/6.1かほばな34L.brd
186,round square,protoplastico,6.1つな29L.brd,185.42,49.64,4,2.2,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.1つな29L.brd
187,round,protoplastico,6.2やまあい36L.brd,187.96,52.23,6,3.78,1,/Users/protoplastico/Desktop/boarddata/protoplastico/6.2やまあい36L.brd
188,pin,protoplastico,6.2やまたちばな30L.brd,187.96,47.76,5,1.47,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.2やまたちばな30L.brd
189,round pin,protoplastico,6.6かはらふじ41L.brd,198.12,54.67,3,2.53,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.6かはらふじ41L.brd
190,round pin,protoplastico,6.6かや40L.brd,198.12,54.61,3,2.59,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.6かや40L.brd
191,round pin,protoplastico,6.6たで41L.brd,198.12,53.27,3,1.41,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.6たで41L.brd
192,pin,protoplastico,6.6ふじ44L.brd,198.12,55.1,3,1.18,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.6ふじ44L.brd
193,pin,protoplastico,6.6まゆみ32L.brd,198.12,53.66,3,0.62,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.6まゆみ32L.brd
194,wing pin,protoplastico,6.8こなら47L.brd,203.2,57.83,5,1.72,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.8こなら47L.brd
195,round,protoplastico,6.8さかき44L.brd,203.2,60.25,3,1.72,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.8さかき44L.brd
196,round,protoplastico,6.8ちち39L.brd,203.2,49.83,4,2.49,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.8ちち39L.brd
197,round,protoplastico,6.8はじ39L.brd,203.2,49.83,4,2.38,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.8はじ39L.brd
198,wing pin,protoplastico,6.8ふじ40L.brd,201.17,50.88,4,1.49,0,/Users/protoplastico/Desktop/boarddata/protoplastico/6.8ふじ40L.brd
199,round pin,protoplastico,7.0あべたちばな48L.brd,213.36,55.31,3,0.9,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.0あべたちばな48L.brd
200,round square,protoplastico,7.0しひ44L.brd,213.36,50.88,4,3.76,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.0しひ44L.brd
201,,protoplastico,7.0つつじ44L.brd,210.31,51.84,3,1.23,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.0つつじ44L.brd
202,,protoplastico,7.10いちひ54L.brd,238.76,52.81,3,1.13,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.10いちひ54L.brd
203,,protoplastico,7.1からたち50L.brd,215.9,51.92,4,3.04,1,/Users/protoplastico/Desktop/boarddata/protoplastico/7.1からたち50L.brd
204,,protoplastico,7.2さきくさ44L.brd,218.44,54.09,4,5.2,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.2さきくさ44L.brd
205,,protoplastico,7.2なつめ50L.brd,218.44,51.49,5,0,1,/Users/protoplastico/Desktop/boarddata/protoplastico/7.2なつめ50L.brd
206,,protoplastico,7.2はり44L.brd,218.44,51.08,3,2.59,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.2はり44L.brd
207,,protoplastico,7.4すもも96L.brd,224,73.36,4,6.88,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.4すもも96L.brd
208,,protoplastico,7.6からあい47L.brd,228.6,48.89,3,1.4,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.6からあい47L.brd
209,,protoplastico,7.6ちち59L.brd,228.6,53.48,4,2.76,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.6ちち59L.brd
210,,protoplastico,7.6ふじばかま41L.brd,228.6,55.8,5,5.14,0,/Users/protoplastico/Desktop/boarddata/protoplastico/7.6ふじばかま41L.brd
211,,protoplastico,7.8しらかし48L.brd,233.68,53.1,4,4.83,1,/Users/protoplastico/Desktop/boarddata/protoplastico/7.8しらかし48L.brd
212,,protoplastico,7'8しらかし48L.brd,233.68,55.42,4,4.53,1,/Users/protoplastico/Desktop/boarddata/protoplastico/7'8しらかし48L.brd
213,,protoplastico,8.0かわやなぎ58L.brd,243.84,56.27,4,3.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/8.0かわやなぎ58L.brd
214,,protoplastico,8.0さはあららぎ54L.brd,243.84,56.27,4,3.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/8.0さはあららぎ54L.brd
215,,protoplastico,8.1ほほかしは62L.brd,246.38,53.37,4,5.19,1,/Users/protoplastico/Desktop/boarddata/protoplastico/8.1ほほかしは62L.brd
216,,protoplastico,8.1ももよぐさ60L.brd,246.38,54.73,3,1.31,0,/Users/protoplastico/Desktop/boarddata/protoplastico/8.1ももよぐさ60L.brd
217,,protoplastico,8.2ゆづるは57L.brd,246.89,56.98,5,6.01,0,/Users/protoplastico/Desktop/boarddata/protoplastico/8.2ゆづるは57L.brd
218,,protoplastico,8.6くり63L.brd,259.08,57.37,4,8.31,1,/Users/protoplastico/Desktop/boarddata/protoplastico/8.6くり63L.brd
219,,protoplastico,8.6ひめゆり63L.brd,259.08,57.4,3,0.99,0,/Users/protoplastico/Desktop/boarddata/protoplastico/8.6ひめゆり63L.brd
220,,protoplastico,8.8つがのき56L.brd,259.08,53.36,5,8.65,1,/Users/protoplastico/Desktop/boarddata/protoplastico/8.8つがのき56L.brd
221,,protoplastico,9.0あやめぐさ62L.brd,274.32,54.19,3,1.09,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0あやめぐさ62L.brd
222,,protoplastico,9.0けい62L.brd,274.32,55.56,4,5.72,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0けい62L.brd
223,,protoplastico,9.0しば58L.brd,274.32,52.56,4,2.18,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0しば58L.brd
224,,protoplastico,9.0ぬばたま69L.brd,274.32,54.19,3,1.02,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0ぬばたま69L.brd
225,,protoplastico,9.0はなかすみ71L.brd,274.32,55.56,4,7.15,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0はなかすみ71L.brd
226,,protoplastico,9.0よもぎ60L.brd,274.32,53.1,4,1.73,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.0よもぎ60L.brd
227,,protoplastico,9.10もみのき77L.brd,299.72,56.72,5,6.6,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.10もみのき77L.brd
228,,protoplastico,9.10やどりぎ76L.brd,299.72,56.72,4,1.03,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.10やどりぎ76L.brd
229,,protoplastico,9.2あきのか68L.brd,279.4,56.53,3,1.32,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.2あきのか68L.brd
230,,protoplastico,9.2しばくさ66L.brd,279.4,57.85,3,1.42,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.2しばくさ66L.brd
231,,protoplastico,9.2たけ70L.brd,279.4,57.28,4,5.75,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.2たけ70L.brd
232,,protoplastico,9.3ささ70L.brd,282.7,56.77,3,0.54,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.3ささ70L.brd
233,,protoplastico,9.3なでしこ76L.brd,281.94,59.03,4,7.11,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.3なでしこ76L.brd
234,,protoplastico,9.4かたかご135L.brd,284.99,77.57,4,7.5,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.4かたかご135L.brd
235,,protoplastico,9.4まつ67L.brd,284.48,54.54,4,4.26,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.4まつ67L.brd
236,,protoplastico,9.4もも135L.brd,284.99,77.73,4,10.62,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.4もも135L.brd
237,,protoplastico,9.4をばな73L.brd,284.48,55.07,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.4をばな73L.brd
238,,protoplastico,9.6 sidewinder.brd,289.56,56.78,6,8.67,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6 sidewinder.brd
239,,protoplastico,9.6かきつばた69L.brd,289.56,56.55,4,8.67,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6かきつばた69L.brd
240,,protoplastico,9.6しの76L.brd,289.56,58.56,3,1.16,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6しの76L.brd
241,,protoplastico,9.6すず81L.brd,289.56,62.3,5,5.78,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6すず81L.brd
242,,protoplastico,9.6たけ77L.brd,289.56,57.28,4,7.93,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6たけ77L.brd
243,,protoplastico,9.6ちばな68L.brd,289.56,57.78,4,5.93,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ちばな68L.brd
244,,protoplastico,9.6つがのき87L.brd,289.56,62.3,5,9.53,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6つがのき87L.brd
245,,protoplastico,9.6ねぶ65L.brd,284.48,56.04,5,2.31,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ねぶ65L.brd
246,,protoplastico,9.6はまゆう78L.brd,289.56,57.38,4,4.65,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6はまゆう78L.brd
247,,protoplastico,9.6ひかげ87L.brd,289.56,59.65,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ひかげ87L.brd
248,,protoplastico,9.6ひのき73L.brd,289.56,56.55,4,6,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ひのき73L.brd
249,,protoplastico,9.6ひる69L.brd,289.56,56.55,4,4.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ひる69L.brd
250,,protoplastico,9.6まき72L.brd,289.56,54.38,4,6.35,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6まき72L.brd
251,,protoplastico,9.6まつ76L.brd,289.56,57.97,4,7.39,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6まつ76L.brd
252,,protoplastico,9.6まめ76L.brd,289.56,57.97,4,5.07,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6まめ76L.brd
253,,protoplastico,9.6むぎ76L.brd,289.56,58.11,5,10.16,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6むぎ76L.brd
254,,protoplastico,9.6やなぎ78L.brd,289.56,55.86,5,3.78,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6やなぎ78L.brd
255,,protoplastico,9.6やますげ75L.brd,289.56,57.38,4,6.28,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6やますげ75L.brd
256,,protoplastico,9.6ゆり78L.brd,289.56,58.11,3,1.08,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6ゆり78L.brd
257,,protoplastico,9.6らに66L.brd,289.56,54.38,4,6.35,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.6らに66L.brd
258,,protoplastico,9.7はなかつみ74L.brd,289.56,56.45,4,4.35,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.7はなかつみ74L.brd
259,,protoplastico,9.7みら73L.brd,292.61,57.84,3,1.96,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9.7みら73L.brd
260,,protoplastico,9.8ちばな74L.brd,294.64,55.07,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.8ちばな74L.brd
261,,protoplastico,9.8つるばみ88L.brd,294.64,59.3,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/9.8つるばみ88L.brd
262,,protoplastico,9'こも80L.brd,274.32,57.22,5,18.13,0,/Users/protoplastico/Desktop/boarddata/protoplastico/9'こも80L.brd
263,,protoplastico/original,10.6あさぢ102L.brd,320.04,57.49,5,17.94,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/10.6あさぢ102L.brd
264,,protoplastico/original,10.6つばな96L.brd,320.04,57.22,5,17.76,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/10.6つばな96L.brd
265,,protoplastico/original,12'つちはり158.brd,325.12,50.16,5,5.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/12'つちはり158.brd
266,,protoplastico/original,5.10うけら33L.brd,177.8,53.62,3,2.24,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.10うけら33L.brd
267,,protoplastico/original,5.10やまたず28L.brd,177.8,49.62,5,2.44,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.10やまたず28L.brd
268,,protoplastico/original,5.11つまま30L.brd,180.34,50.53,4,3.35,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.11つまま30L.brd
269,,protoplastico/original,5.4つみ28L.brd,162.56,49.91,4,5.44,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.4つみ28L.brd
270,,protoplastico/original,5.6なつめ32L.brd,167.64,53.26,4,10,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.6なつめ32L.brd
271,,protoplastico/original,5.9ひし31L.brd,175.26,54.87,5,5.46,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5.9ひし31L.brd
272,,protoplastico/original,5'10あふひ45L.brd,178.69,60.31,5,15.92,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/5'10あふひ45L.brd
273,,protoplastico/original,6.0あふち35L.brd,182.88,51.38,6,5.31,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0あふち35L.brd
274,,protoplastico/original,6.0かし34L.brd,182.88,48.1,6,5.95,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0かし34L.brd
275,,protoplastico/original,6.0たはみづら32L.brd,182.88,48.1,6,5.14,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0たはみづら32L.brd
276,,protoplastico/original,6.0つばき39L.brd,182.88,56.93,3,1.96,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0つばき39L.brd
277,,protoplastico/original,6.0ははそ32L.brd,182.88,51.32,4,7.61,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0ははそ32L.brd
278,,protoplastico/original,6.0はり39L.brd,182.88,55.16,5,11.76,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.0はり39L.brd
279,,protoplastico/original,6.1うのはな33L.brd,185.42,47.28,4,4.88,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.1うのはな33L.brd
280,,protoplastico/original,6.1かほばな34L.brd,185.42,51.17,8,7.59,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.1かほばな34L.brd
281,,protoplastico/original,6.1つな29L.brd,185.42,49.64,4,2.2,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.1つな29L.brd
282,,protoplastico/original,6.2やまあい36L.brd,187.96,50.68,6,4.76,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.2やまあい36L.brd
283,,protoplastico/original,6.2やまたちばな30L.brd,187.96,47.76,5,1.47,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.2やまたちばな30L.brd
284,,protoplastico/original,6.6かや40L.brd,198.12,54.61,3,2.59,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.6かや40L.brd
285,,protoplastico/original,6.6たで41L.brd,198.12,53.27,3,1.41,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.6たで41L.brd
286,,protoplastico/original,6.6ふじ44L.brd,198.12,55.1,3,1.18,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.6ふじ44L.brd
287,,protoplastico/original,6.6まゆみ32L.brd,198.12,53.66,3,0.62,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.6まゆみ32L.brd
288,,protoplastico/original,6.8こなら47L.brd,203.2,57.83,5,1.72,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.8こなら47L.brd
289,,protoplastico/original,6.8さかき44L.brd,203.2,57.83,3,1.84,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.8さかき44L.brd
290,,protoplastico/original,6.8はじ39L.brd,203.2,49.83,4,2.38,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/6.8はじ39L.brd
291,,protoplastico/original,7.10いちひ54L.brd,238.76,52.81,3,1.13,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.10いちひ54L.brd
292,,protoplastico/original,7.2さきくさ44L.brd,218.44,54.09,4,5.2,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.2さきくさ44L.brd
293,,protoplastico/original,7.2なつめ50L.brd,218.44,51.49,5,0,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.2なつめ50L.brd
294,,protoplastico/original,7.2はり44L.brd,218.44,51.08,3,2.59,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.2はり44L.brd
295,,protoplastico/original,7.4すもも96L.brd,224,73.36,4,6.88,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.4すもも96L.brd
296,,protoplastico/original,7.6からあい47L.brd,228.6,48.89,3,1.24,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.6からあい47L.brd
297,,protoplastico/original,7.6ふじばかま41L.brd,228.6,55.8,5,3.54,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/7.6ふじばかま41L.brd
298,,protoplastico/original,8.6ひめゆり63L.brd,259.08,57.4,3,0.99,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/8.6ひめゆり63L.brd
299,,protoplastico/original,8.8つがのき56L.brd,259.08,53.36,5,8.65,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/8.8つがのき56L.brd
300,,protoplastico/original,8'2ゆづるは57L.brd,246.89,56.98,5,6.01,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/8'2ゆづるは57L.brd
301,,protoplastico/original,8かわやなぎ58L.brd,243.84,56.27,4,3.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/8かわやなぎ58L.brd
302,,protoplastico/original,8さはあららぎ54L.brd,243.84,56.27,4,3.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/8さはあららぎ54L.brd
303,,protoplastico/original,9.0あやめぐさ71L.brd,274.32,54.19,3,1.09,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.0あやめぐさ71L.brd
304,,protoplastico/original,9.0けい71L.brd,274.32,55.56,4,7.15,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.0けい71L.brd
305,,protoplastico/original,9.0ぬばたま69L.brd,274.32,54.19,3,1.1,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.0ぬばたま69L.brd
306,,protoplastico/original,9.0はなかすみ71L.brd,274.32,55.56,4,7.15,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.0はなかすみ71L.brd
307,,protoplastico/original,9.2しばくさ66L.brd,279.4,57.85,3,1.42,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.2しばくさ66L.brd
308,,protoplastico/original,9.3ささ70L.brd,282.7,56.77,3,0.54,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.3ささ70L.brd
309,,protoplastico/original,9.3なでしこ76L.brd,281.94,59.03,4,7.11,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.3なでしこ76L.brd
310,,protoplastico/original,9.4もも135L.brd,284.99,77.73,4,10.62,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.4もも135L.brd
311,,protoplastico/original,9.6かきつばた69L.brd,289.56,56.55,4,8.67,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6かきつばた69L.brd
312,,protoplastico/original,9.6しの76L.brd,289.56,59.05,3,0.86,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6しの76L.brd
313,,protoplastico/original,9.6すず81L.brd,289.56,62.3,5,5.78,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6すず81L.brd
314,,protoplastico/original,9.6ちばな68L.brd,289.56,57.78,4,5.93,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6ちばな68L.brd
315,,protoplastico/original,9.6つがのき87L.brd,289.56,62.3,5,9.53,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6つがのき87L.brd
316,,protoplastico/original,9.6ねぶ65L.brd,284.48,56.04,5,2.31,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6ねぶ65L.brd
317,,protoplastico/original,9.6はまゆう78L.brd,289.56,57.38,4,4.65,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6はまゆう78L.brd
318,,protoplastico/original,9.6ひかげ87L.brd,289.56,59.65,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6ひかげ87L.brd
319,,protoplastico/original,9.6ひる69L.brd,289.56,56.55,4,4.05,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6ひる69L.brd
320,,protoplastico/original,9.6まき72L.brd,289.56,54.38,4,6.35,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6まき72L.brd
321,,protoplastico/original,9.6むぎ76L.brd,289.56,58.11,5,10.16,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6むぎ76L.brd
322,,protoplastico/original,9.6やなぎ78L.brd,289.56,59.76,5,3.78,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6やなぎ78L.brd
323,,protoplastico/original,9.6やますげ75L.brd,289.56,57.38,4,6.28,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6やますげ75L.brd
324,,protoplastico/original,9.6ゆり78L.brd,289.56,58.11,3,1.08,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6ゆり78L.brd
325,,protoplastico/original,9.6らに66L.brd,289.56,54.38,4,6.35,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.6らに66L.brd
326,,protoplastico/original,9.7はなかつみ74L.brd,289.56,56.45,4,4.35,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.7はなかつみ74L.brd
327,,protoplastico/original,9.7みら73L.brd,292.61,57.84,3,1.96,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.7みら73L.brd
328,,protoplastico/original,9.8すすき73L.brd,294.64,56.36,5,1.85,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.8すすき73L.brd
329,,protoplastico/original,9.8ちばな74L.brd,294.64,55.07,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.8ちばな74L.brd
330,,protoplastico/original,9.8つるばみ88L.brd,294.64,59.3,4,7.4,1,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9.8つるばみ88L.brd
331,,protoplastico/original,9'こも80L.brd,274.32,57.22,5,18.13,0,/Users/protoplastico/Desktop/boarddata/protoplastico/original/9'こも80L.brd
332,,simon anderson,6.1thurster34L.brd,185.42,51.17,8,7.59,1,/Users/protoplastico/Desktop/boarddata/simon anderson/6.1thurster34L.brd
333,,simon anderson,7.6single.brd,228.6,48.89,3,1.24,0,/Users/protoplastico/Desktop/boarddata/simon anderson/7.6single.brd
